NAME	cluster dominant cell type	X	Y
TYPE	group	numeric	numeric
914	CD8+ GNLY+ T cell	-6.725250950440536	-1.5718458021204118
916	CD8+ CXCR4+ T cell	0.3881963580169232	-0.29848239019617834
917	CD4+ T cell	3.3229362717115754	-0.5005752293095056
919	CD8+ CXCR4+ T cell	-2.951084841903426	2.571079564539105
920	CD8+ CXCR4+ T cell	-3.2618380438312786	2.435686197982414
921	CD8+ CXCR4+ T cell	-5.277034989443796	2.468966634160386
922	CD4+ T cell	1.8968218720689471	0.3052060473747358
924	CD8+ CXCR4+ T cell	-4.0617242778816465	3.6637671276484225
925	CD4+ T cell	4.400135661392248	-3.667667055522269
926	CD8+ CXCR4+ T cell	-2.682874051702121	2.428409996361815
927	CD8+ GNLY+ T cell	-5.525160838689146	1.8721603581653743
928	CD4+ T cell	2.4675617227393998	0.8893269401729906
931	CD4+ T cell	1.9304401005355871	-0.13160067810349535
932	CD8+ CXCR4+ T cell	-4.220146766865891	2.915994193287112
933	CD4+ T cell	1.747766603265543	0.5279948988485408
935	CD4+ T cell	1.6826005398856798	0.41694675101761264
936	CD4+ T cell	3.1000846764989642	-4.219095605005016
937	CD8+ CXCR4+ T cell	-2.737376718798728	2.482627708474737
939	CD8+ CXCR4+ T cell	-4.312460116103805	2.418075776326106
940	CD4+ Treg cell	5.615209142900898	0.4546852481364808
941	CD4+ T cell	1.9977120345041055	0.2642658988319354
942	CD4+ T cell	1.7058565972624844	-0.37424929029196913
943	CD8+ CXCR4+ T cell	-0.029593255710623545	0.6049011088773266
945	CD8+ CXCR4+ T cell	-3.8947677602914244	3.4852120041193975
946	CD8+ CXCR4+ T cell	-0.5094949670959099	-0.011118030698285264
947	CD8+ CXCR4+ T cell	-0.12802244497337556	-0.295092538000641
948	CD8+ CXCR4+ T cell	-4.417001702818511	2.732659828182129
949	CD4+ T cell	2.172519159938645	0.6032416115817147
950	CD8+ CXCR4+ T cell	-5.0493317619663625	1.4933366600072724
951	CD4+ T cell	2.379132363639725	0.9793247384548678
952	CD8+ CXCR4+ T cell	-3.68388658261342	2.8767304739626836
953	CD4+ T cell	1.978799901472345	0.06035176202140674
954	CD4+ T cell	0.4328834755991007	-1.95357945138173
955	CD8+ CXCR4+ T cell	-4.430902607807648	2.651091326226975
956	CD8+ CXCR4+ T cell	-1.4701848942616729	0.8402518447401335
957	CD8+ CXCR4+ T cell	-4.251236811847028	3.263362720048743
958	CD4+ T cell	2.3922436448036697	-0.42024037728867686
959	CD4+ T cell	1.8053551632359672	-1.0387683527495866
962	CD4+ T cell	2.077719011143121	-0.473713790388185
